Name	On3 Rating	247 Rating	ESPN Rating	Rivals Rating	Position	City	State	Commit Status	Commit Team
Harry Stewart	[88]	[88]	[78]	[5.7]	RB	Frisco	TX	True	Kansas Jayhawks	
Landyn Cleveland	[88]	[88]	[78]	[5.7]	S	Mansfield	TX	True	Oklahoma State Cowboys	
Joshua Jackson	[88]	[88]	[78]	[5.7]	WR	New Orleans	LA	True	Tulane Green Wave	
Marc Nave	[88]	[88]	[78]	[5.7]	IOL	Toledo	OH	True	Ohio State Buckeyes	
Sean Sevillano	[88]	[88]	[78]	[5.7]	DL	Clearwater	FL	True	Notre Dame Fighting Irish	
Curtis Simpson	[89]	[87]	[78]	[5.7]	EDGE	Kings Mountain	NC	True	North Carolina Tar Heels	
Oliver Miles	[88]	[88]	[78]	[5.7]	S	El Campo	TX	True	Texas Tech Red Raiders	
Yasin Willis	[87]	[88]	[77]	[5.8]	RB	Montvale	NJ	False	False	
Mykel Patterson-McDonald	[87]	['-']	['-']	[5.8]	S	Moore	OK	False	False	
Debron Gatling	[87]	[88]	[79]	[5.8]	WR	Alpharetta	GA	True	Texas Am Aggies	
Cedrick Bailey Jr.	[88]	[87]	[79]	[5.8]	QB	Hollywood	FL	True	Nc State Wolfpack	
Dylan Tapley	[88]	[87]	[79]	[5.8]	ATH	Scottsdale	AZ	True	Arizona State Sun Devils	
KJ Daniels	[87]	[88]	[80]	[5.7]	WR	Franklinton	LA	True	Oklahoma Sooners	
Coen Echols	[88]	[87]	[80]	[5.7]	IOL	Katy	TX	True	Texas Am Aggies	
Jay Harper	['-']	[88]	[77]	[5.7]	CB	Valley	AL	True	Wisconsin Badgers	
Isaiah Buxton	[87]	[89]	[77]	[5.7]	CB	Chula Vista	CA	True	Arizona Wildcats	
Khayree Lee	[87]	[89]	[77]	[5.7]	IOL	Marrero	LA	True	Lsu Tigers	
Marcus Harrison	[87]	[89]	[77]	[5.7]	OT	Athol	NY	True	Georgia Bulldogs	
Thomas Heiberger	[89]	[87]	[77]	[5.7]	LB	Sioux Falls	SD	True	Wisconsin Badgers	
Chris Davis	[88]	[86]	[81]	[5.8]	RB	Picayune	MS	True	Stanford Cardinal	
Jaheim Merriweather	[90]	[88]	[79]	[5.6]	ATH	Knoxville	TN	True	Purdue Boilermakers	
Will Nolan	[89]	[89]	[79]	[5.6]	OT	Arlington Heights	IL	True	Iowa Hawkeyes	
D'marius Rucker	[88]	[88]	['-']	['-']	RB	Lakeland	FL	False	False	
Jamari Payne	[89]	[87]	['-']	['-']	DL	Auburn	AL	False	False	
Maurice Davis	[89]	[87]	['-']	['-']	EDGE	Albany	GA	False	False	
Devondre McGee	[88]	[88]	['-']	['-']	CB	Conroe	TX	False	False	
Noah Onyia	[89]	[87]	['-']	['-']	TE	Lawrenceville	GA	False	False	
Malik Esquerra	[88]	[88]	['-']	['-']	S	Killeen	TX	False	False	
Jahsear Whittington	[87]	[88]	[78]	[5.8]	DL	Philadelphia	PA	True	Pittsburgh Panthers	
Sincere Edwards	[87]	[88]	[78]	[5.8]	DL	Apopka	FL	False	False	
Isaiah Autry	[88]	[87]	[78]	[5.8]	OT	Fulton	MS	True	Oklahoma Sooners	
Deshon Dodson	[88]	[87]	[78]	[5.8]	DL	Philadelphia	PA	False	False	
Derek Jensen	[88]	[87]	[78]	[5.8]	OT	Hartland	WI	True	Wisconsin Badgers	
Zy’marion Lang	[88]	[87]	[78]	[5.8]	WR	Palmetto	FL	False	False	
John Wayne Oliver	[89]	[86]	[78]	[5.8]	IOL	Nashville	TN	True	Ole Miss Rebels	
Fred Johnson	[88]	[92]	[77]	[5.5]	LB	Norfolk	VA	True	South Carolina Gamecocks	
Chalil Cummings	[91]	[87]	[76]	[5.6]	ATH	Starke	FL	False	False	
Kennedy Urlacher	[89]	[87]	[76]	[5.7]	S	Chandler	AZ	True	Notre Dame Fighting Irish	
EJ Caminong	[89]	[89]	[78]	[5.6]	QB	Seattle	WA	True	California Golden Bears	
Bryan Jackson	[88]	[86]	[80]	[5.8]	RB	McKinney	TX	True	Usc Trojans	
Lamar Radcliffe	[86]	[88]	[80]	[5.8]	RB	Sacramento	CA	False	False	
Chanz Wiggins	[87]	[87]	[80]	[5.8]	WR	King George	VA	False	False	
Nicholas Rodriguez	[88]	[86]	[80]	[5.8]	LB	Fort Lauderdale	FL	True	Missouri Tigers	
Gage Ginther	[87]	[87]	[80]	[5.8]	OT	Fort Collins	CO	True	Tennessee Volunteers	
Jaylin Lackey	[89]	[87]	[78]	['-']	CB	Snellville	GA	True	Virginia Cavaliers	
Ian Flynt	[87]	[88]	[77]	[5.8]	TE	Katy	TX	True	Nebraska Cornhuskers	
Holton Hendrix	[88]	[87]	[77]	[5.8]	IOL	Lubbock	TX	True	Texas Tech Red Raiders	
Isaiah Thomas	[88]	[87]	[77]	[5.8]	S	Toronto	ON	True	Miami Hurricanes	
Elijah Washington	[90]	[87]	['-']	[5.6]	TE	Norfolk	VA	False	False	
Marquise Thorpe-Taylor	[87]	[88]	[79]	[5.7]	OT	Tacoma	WA	True	Ucla Bruins	
Stacy Bey	[88]	[88]	[75]	[5.7]	LB	Rancho Cucamonga	CA	True	San Diego State Aztecs	
Caleb Pyfrom	[87]	[88]	['-']	[5.7]	OT	Omaha	NE	True	Illinois Fighting Illini	
Deshawn Warner	[88]	[87]	['-']	[5.7]	EDGE	Goodyear	AZ	True	Kansas Jayhawks	
Melvin Hills	[88]	[87]	['-']	[5.7]	DL	Lafayette	LA	False	False	
Amare Sanders	[89]	[86]	['-']	[5.7]	CB	Miami	FL	False	False	
Damarrion White	[88]	[87]	['-']	[5.7]	EDGE	El Cajon	CA	False	False	
Kaedin Massey	[86]	[89]	['-']	[5.7]	OT	Lyndon	KS	True	Kansas State Wildcats	
Adam Kissayi	[89]	[89]	[77]	[5.6]	EDGE	Palm Bay	FL	True	Minnesota Golden Gophers	
D'Mon Marable	[89]	[89]	[77]	[5.6]	S	Clinton	TN	True	Purdue Boilermakers	
Terrence Curtis	[88]	['-']	[78]	['-']	CB	Lilburn	GA	False	False	
Asaad Brown	[87]	[87]	[78]	[5.8]	CB	Portsmouth	VA	True	Nc State Wolfpack	
Aba Selm	[90]	[87]	[77]	[5.6]	IOL	Independence	KY	True	Kentucky Wildcats	
Danny O'Neil	[87]	[88]	[78]	[5.7]	QB	Indianapolis	IN	True	Colorado Buffaloes	
Brandon Booker	[88]	[87]	[78]	[5.7]	LB	DeSoto	TX	True	Stanford Cardinal	
Tre McLeod	[87]	[88]	[78]	[5.7]	RB	Philadelphia	PA	False	False	
Nasir Smith	[89]	[86]	[78]	[5.7]	DL	Grayson	GA	False	False	
Jalon Thompson	[89]	[86]	[78]	[5.7]	S	Orlando	FL	False	False	
Dozie Ezukanma	[88]	[87]	[78]	[5.7]	WR	Fort Worth	TX	True	Oklahoma Sooners	
Zechariah Sample	[88]	[87]	[78]	[5.7]	ATH	Katy	TX	True	Arizona State Sun Devils	
Eagan Boyer	[87]	[88]	[78]	[5.7]	OT	Cornelius	NC	True	Penn State Nittany Lions	
Josiah Martin	[88]	[87]	[78]	[5.7]	WR	Denton	TX	True	Boston College Eagles	
Jeilani Davis	[88]	[87]	[78]	[5.7]	S	Santa Ana	CA	True	Utah Utes	
Cole Mullins	[88]	[87]	[78]	[5.7]	LB	Hoschton	GA	True	Notre Dame Fighting Irish	
Joseph McVay	[88]	[87]	[78]	[5.7]	WR	Earle	AR	True	Vanderbilt Commodores	
Ashton Williams	[87]	['-']	['-']	[5.7]	S	Trophy Club	TX	False	False	
Jayden Bradford	[88]	[86]	[79]	[5.8]	QB	Chapin	SC	False	False	
Jaylen Boardley	[86]	[89]	[77]	[5.7]	ATH	Texarkana	TX	True	Oklahoma State Cowboys	
Tre Griffiths	[89]	[86]	[77]	[5.7]	WR	Keller	TX	True	Oklahoma State Cowboys	
Traevon Dunbar	[87]	[88]	[77]	[5.7]	RB	Aiken	SC	False	False	
Duke Scott	[88]	[87]	[77]	[5.7]	RB	Stockbridge	GA	True	Nc State Wolfpack	
Landon Bell	[88]	[87]	[77]	[5.7]	WR	Henderson	NV	True	Arizona Wildcats	
Dylan Day	[88]	[87]	[77]	[5.7]	S	Baton Rouge	LA	True	Miami Hurricanes	
Marcus Mascoll	[89]	[86]	[77]	[5.7]	OT	Atlanta	GA	True	Florida Gators	
Ahmad Breaux	[88]	[87]	[77]	[5.7]	EDGE	Ruston	LA	True	Lsu Tigers	
Desman Stephens	[89]	[86]	[77]	[5.7]	S	Clarkston	MI	True	Boston College Eagles	
Antoine Belgrave-Shorter	[88]	[87]	[77]	[5.7]	CB	Jacksonville	FL	True	Penn State Nittany Lions	
Trey Horne	[88]	[87]	[77]	[5.7]	ATH	Rabun Gap	GA	True	Georgia Tech Yellow Jackets	
Carlon Jones	[88]	[87]	[77]	[5.7]	DL	Bay City	TX	True	Nebraska Cornhuskers	
Rod Gainey Jr.	[88]	[86]	['-']	[5.8]	RB	Tampa	FL	True	Charlotte 49Ers	
Ronan O'Connell	[87]	[87]	['-']	[5.8]	IOL	Franklin	TN	True	Clemson Tigers	
Ryan Howerton	[87]	[87]	['-']	[5.8]	OT	Laurel	MD	False	False	
Rahshawn Clark	[87]	[90]	[79]	[5.6]	ATH	Seattle	WA	False	False	
Gibson Pyle	[89]	[88]	[79]	[5.6]	IOL	Houston	TX	True	Nebraska Cornhuskers	
Bodey McCaslin	[89]	[88]	[79]	[5.6]	OT	Saint Charles	IL	True	Iowa Hawkeyes	
Eric Brantley Jr.	[88]	[89]	[79]	[5.6]	DL	Valdosta	GA	True	Colorado Buffaloes	
James Resar	[87]	[90]	[79]	[5.6]	QB	Jacksonville	FL	True	Iowa Hawkeyes	
Justin Denson Jr.	[89]	[88]	[79]	[5.6]	S	Providence	RI	True	Michigan State Spartans	
Wyatt Gilmore	[87]	[90]	[79]	[5.6]	EDGE	Rogers	MN	True	Oklahoma Sooners	
Sam Robinson	[89]	[88]	[79]	[5.6]	LB	Tallahassee	FL	True	Rutgers Scarlet Knights	
Cameron Clark	[89]	[88]	[79]	[5.6]	ATH	Medina	TN	True	Ole Miss Rebels	
Drew Campbell	[91]	[88]	[78]	[5.5]	EDGE	Cedar Falls	IA	True	Iowa Hawkeyes	
Vincent Shavers	[88]	[86]	[78]	[5.8]	LB	Miami Gardens	FL	True	Miami Hurricanes	
Zavier Hamilton	[88]	[86]	[78]	[5.8]	LB	Gulf Breeze	FL	True	Usf Bulls	
Deuce Adams	[87]	[87]	[78]	[5.8]	QB	New Braunfels	TX	True	Louisville Cardinals	
Sacovie White	[87]	[87]	[78]	[5.8]	WR	Cartersville	GA	True	Georgia Bulldogs	
Dermaricus Davis	[89]	[88]	['-']	[5.6]	QB	Upland	CA	True	Washington Huskies	
Rickey Williams	[89]	[88]	['-']	[5.6]	LB	Akron	OH	True	West Virginia Mountaineers	
Brandon Hood	[89]	[87]	[81]	[5.6]	RB	McDonough	GA	False	False	
Malachi Durant	[87]	[88]	[76]	[5.7]	WR	Graham	WA	True	Oregon State Beavers	
Mason Wade	[89]	[86]	[76]	[5.7]	IOL	Purcellville	VA	True	Duke Blue Devils	
Kaleb Harris	[87]	[88]	[76]	[5.7]	S	Alabaster	AL	False	False	
Dion Stutts	[89]	[86]	[76]	[5.7]	DL	Memphis	TN	False	False	
Jo'Ziah Edmond	[87]	[88]	[76]	[5.7]	ATH	Nappanee	IN	True	Purdue Boilermakers	
Aidan Glover	[89]	[86]	[76]	[5.7]	QB	Collierville	TN	True	Missouri Tigers	
Dayton Aupiu	[89]	[88]	[78]	[5.6]	S	Oxnard	CA	True	California Golden Bears	
Robert Bourdon	[89]	[88]	[78]	[5.6]	OT	Collierville	TN	True	Duke Blue Devils	
Trajen Greco	[89]	[88]	[78]	[5.6]	CB	Hoschton	GA	True	Georgia Tech Yellow Jackets	
Jaiden Patterson	[89]	[88]	[78]	[5.6]	CB	Hoschton	GA	True	North Carolina Tar Heels	
Ory Williams	[86]	[87]	[82]	[5.7]	OT	Buda	TX	False	False	
Brandon Rehmann	[87]	[87]	[77]	[5.8]	WR	Philadelphia	PA	True	West Virginia Mountaineers	
Jah Jah Boyd	[88]	[86]	[81]	['-']	CB	Philadelphia	PA	True	James Madison Dukes	
Jayden Parrish	[87]	[87]	[79]	[5.7]	LB	Delray Beach	FL	True	Florida State Seminoles	
Xavier Robinson	[86]	[88]	[79]	[5.7]	RB	Midwest City	OK	True	Oklahoma Sooners	
Isaia Faga	[88]	[86]	[79]	[5.7]	DL	Phenix City	AL	True	Alabama Crimson Tide	
Marcus Dawson	[87]	[88]	['-']	['-']	S	Baton Rouge	LA	False	False	
Creece Brister	[88]	[87]	['-']	['-']	IOL	Stephenville	TX	False	False	
Justin Okoronkwo	[87]	[88]	['-']	['-']	LB	Munich	BY	True	Maryland Terrapins	
Adrian Laing	[89]	[86]	['-']	['-']	CB	Paramus	NJ	False	False	
Zaiden Wallace	[88]	[87]	['-']	['-']	DL	Kapolei	HI	False	False	
Luke Webb	[87]	[88]	['-']	['-']	DL	Deer Park	TX	False	False	
Kahmir Prescott	[90]	[87]	[77]	[5.6]	S	Philadelphia	PA	True	Wisconsin Badgers	
Gavin Grover	[88]	[89]	[77]	[5.6]	TE	Lewis Center	OH	True	Cincinnati Bearcats	
Terrence Kiel	[86]	[88]	['-']	[5.7]	WR	Smyrna	GA	False	False	
Dinellson Exume	[87]	[87]	['-']	[5.7]	EDGE	Miami	FL	False	False	
Anthony Reddick	[88]	[86]	['-']	[5.7]	EDGE	Hampton	VA	True	Maryland Terrapins	
Shakir Collins	[88]	[86]	['-']	[5.7]	LB	Oro Grande	CA	False	False	
William Sanders	[90]	[84]	['-']	[5.7]	IOL	Brookwood	AL	False	False	
Teddy Foster	[87]	[87]	['-']	[5.7]	CB	Sarasota	FL	False	False	
Tra'Mar Harris	[88]	[86]	['-']	[5.7]	WR	Cincinnati	OH	True	Purdue Boilermakers	
Cooper Alexander	[86]	[88]	['-']	[5.7]	TE	Washington	OK	True	Iowa State Cyclones	
Javarius Green	[88]	[86]	['-']	[5.7]	WR	Shelby	NC	False	False	
Aidan Lynch	[87]	[87]	['-']	[5.7]	OT	Flanders	NJ	True	Virginia Tech Hokies	
Tyreek'e Robinson	[87]	[87]	[78]	[5.7]	DL	Bradenton	FL	False	False	
Tyler Mason	[88]	[86]	[78]	[5.7]	RB	Mount Airy	NC	True	Virginia Tech Hokies	
Xavier Gayten	[86]	[88]	[78]	[5.7]	ATH	Brookhaven	MS	True	Mississippi State Bulldogs	
Gus Hawkins	[89]	[88]	[76]	[5.6]	OT	Shawnee	KS	True	Kansas State Wildcats	
Kavion Broussard	[86]	[88]	[80]	['-']	OT	Zachary	LA	False	False	
David Kabongo	['-']	[87]	[76]	[5.7]	S	Trophy Club	TX	True	Oklahoma State Cowboys	
Shamar Rigby	['-']	[87]	[76]	[5.7]	ATH	Saint Petersburg	FL	True	Purdue Boilermakers	
Tyjai Hopper	[89]	['-']	['-']	['-']	CB	Alpharetta	GA	False	False	
Colton Heinrich	[87]	[86]	[79]	[5.8]	TE	Fort Lauderdale	FL	True	Georgia Bulldogs	
Kobe Boykin	[86]	[88]	[75]	[5.8]	RB	Los Alamitos	CA	False	False	
Decker DeGraaf	[87]	[88]	[77]	['-']	TE	Glendora	CA	True	Washington Huskies	
Kyren Condoll	[88]	[86]	[77]	[5.7]	CB	Upland	CA	True	Duke Blue Devils	
Micah Welch	[87]	[87]	[77]	[5.7]	RB	Milledgeville	GA	True	Colorado Buffaloes	
Colin Cubberly	[88]	[86]	[77]	[5.7]	OT	Lagrangeville	NY	True	Wisconsin Badgers	
Sam Williams-Dixon	[88]	[86]	[77]	[5.7]	ATH	Millersburg	OH	True	Ohio State Buckeyes	
Leontre Bradford	[88]	[86]	[77]	[5.7]	S	East Saint Louis	IL	False	False	
Willie Nelson	[88]	[86]	[77]	[5.7]	CB	Longview	TX	True	Oklahoma State Cowboys	
Chris Wheatley-Humphrey	[88]	[86]	[77]	[5.7]	RB	Hollywood	FL	True	Miami Hurricanes	
Kristopher Wokomah	[90]	[86]	[77]	[5.6]	S	Arlington	TX	True	Baylor Bears	
Cam'Ron Warren	[88]	[88]	[79]	[5.6]	OT	Chesapeake	VA	False	False	
D'Nas White	[88]	[88]	[79]	[5.6]	DL	Concord	NC	False	False	
Marquawn McCraney	[86]	[90]	[79]	[5.6]	S	Burien	WA	False	False	
Davis Andrews	[88]	[88]	[79]	[5.6]	S	American Fork	UT	False	False	
Zuri Madison	[88]	[88]	[79]	[5.6]	OT	Lexington	KY	True	Arkansas Razorbacks	
Deyvid Palepale	[88]	[88]	[79]	[5.6]	DL	Landisville	PA	True	Usc Trojans	
Xavier Porter	[87]	[86]	['-']	[5.8]	DL	Tampa	FL	False	False	
Ashton Hampton	[86]	[87]	[78]	[5.8]	ATH	Tallahassee	FL	False	False	
Adrian Lewis	[87]	['-']	[79]	['-']	IOL	Fort Worth	TX	False	False	
Jeremy Hecklinski	[87]	[87]	[76]	[5.7]	QB	Marietta	GA	True	Wake Forest Demon Deacons	
Ahkhari Johnson	[88]	[86]	[76]	[5.7]	ATH	Texarkana	TX	True	Arkansas Razorbacks	
Jide Abasiri	[88]	[86]	[76]	[5.7]	DL	Savage	MN	True	Minnesota Golden Gophers	
Quentin Reddish	[88]	[86]	[76]	[5.7]	S	Charlotte	NC	True	Virginia Tech Hokies	
Jacob Ponton	[88]	[86]	[76]	[5.7]	OT	Dripping Springs	TX	True	Texas Tech Red Raiders	
Bobby Kennedy	[88]	[88]	['-']	[5.6]	CB	New Orleans	LA	False	False	
Makai Byerson	[89]	[87]	['-']	[5.6]	EDGE	Richmond	VA	True	West Virginia Mountaineers	
Chima Chineke	[88]	[88]	['-']	[5.6]	EDGE	Plano	TX	False	False	
Tommy Ricard	[89]	[87]	['-']	[5.6]	IOL	Hudson	OH	True	Virginia Tech Hokies	
Marqavious Saboor	[89]	[87]	['-']	[5.6]	S	Marietta	GA	True	Cincinnati Bearcats	
Joseph Dodds	[88]	[88]	['-']	[5.6]	RB	Markham	TX	True	Baylor Bears	
Uche Iloh	[88]	[88]	['-']	[5.6]	DL	Peachtree City	GA	False	False	
Jayden Coleman	[88]	[88]	[78]	[5.6]	CB	Phenix City	AL	False	False	
Brandon Winton Jr.	[88]	[88]	[78]	[5.6]	WR	Knoxville	TN	True	Usf Bulls	
Joshua Glanz	[89]	[87]	[78]	[5.6]	OT	Chula Vista	CA	True	Ucla Bruins	
Eugene Brooks	[83]	[89]	[80]	[5.8]	IOL	Chatsworth	CA	False	False	
Cameron Frazier	[87]	[87]	[75]	[5.7]	ATH	Columbus	OH	False	False	
Jake Stonebraker	[88]	[87]	[80]	[5.6]	S	Castle Rock	CO	True	Kansas State Wildcats	
AJ Surace	[88]	[88]	[77]	[5.6]	QB	Trenton	NJ	True	Rutgers Scarlet Knights	
Jordan Boyd	[88]	[88]	[77]	[5.6]	LB	Beech Island	SC	True	Georgia Tech Yellow Jackets	
Ananias Walker	[88]	[88]	[77]	[5.6]	ATH	Rohnert Park	CA	False	False	
Jacob Simpson	[89]	[87]	[77]	[5.6]	TE	Johnston	IA	True	Minnesota Golden Gophers	
Julian Johnson	[88]	[88]	[77]	[5.6]	TE	Aurora	IL	True	Minnesota Golden Gophers	
Keona Wilhite	[88]	[88]	[77]	[5.6]	DL	Tucson	AZ	True	Arizona Wildcats	
Isaiah Crumpler	[92]	[86]	[76]	[5.5]	S	Greenville	NC	True	Rutgers Scarlet Knights	
Diontay Ramon	[86]	['-']	['-']	[5.7]	ATH	Hawley	TX	False	False	
Favour Awodoyin	[86]	['-']	['-']	[5.7]	EDGE	Conroe	TX	False	False	
Dedaunte Scott	[86]	['-']	['-']	[5.7]	CB	Kennedale	TX	False	False	
Emmett Laws	[87]	[86]	[76]	[5.8]	DL	Elkton	MD	True	Virginia Tech Hokies	
Peter Pesansky	[87]	[86]	[76]	[5.8]	DL	Tampa	FL	True	North Carolina Tar Heels	
Caleb Mitchell	[87]	[86]	[78]	[5.7]	DL	DeSoto	TX	True	Purdue Boilermakers	
Riley Trujillo	[86]	[87]	[78]	[5.7]	QB	Jacksonville	FL	True	Ucf Knights	
Crews Law	[88]	[85]	[78]	[5.7]	LB	Nashville	TN	True	North Carolina Tar Heels	
Rahji Dennis	[86]	[87]	[78]	[5.7]	WR	New Orleans	LA	True	Ole Miss Rebels	
Dorian Williams	[85]	[88]	[78]	[5.7]	WR	Cincinnati	OH	True	Vanderbilt Commodores	
Landon Gauthier	[87]	[86]	[78]	[5.7]	LB	Green Bay	WI	True	Wisconsin Badgers	
Zacharyus Williams	[86]	[87]	['-']	[5.7]	WR	Playa Del Rey	CA	False	False	
Ray'Quan Bell	[87]	[86]	['-']	[5.7]	IOL	Houston	TX	True	Houston Cougars	
Da'Jaun Riggs	[87]	[86]	['-']	[5.7]	RB	Washington	DC	True	Oregon Ducks	
Chase Morrison	[87]	[86]	['-']	[5.7]	EDGE	Roswell	GA	True	Virginia Cavaliers	
Mercer Luniewski	[86]	[87]	['-']	[5.7]	OT	Cincinnati	OH	True	Michigan State Spartans	
David Dossett	[86]	[87]	['-']	[5.7]	WR	Lee's Summit	MO	False	False	
Evan Bennett	[89]	[87]	[76]	[5.6]	LB	Eatonton	GA	True	North Carolina Tar Heels	
Brevin Doll	[89]	[89]	[78]	[5.5]	RB	Adel	IA	True	Iowa Hawkeyes	
King Large	[88]	[86]	['-']	['-']	IOL	Bellflower	CA	True	Smu Mustangs	
SanFrisco Magee	[87]	[87]	['-']	['-']	WR	Mccomb	MS	False	False	
Antavious Murphy	[89]	[85]	['-']	['-']	WR	Bainbridge	GA	False	False	
Nuku Mafi	[88]	[86]	['-']	['-']	IOL	Salt Lake City	UT	False	False	
Jaylin Jones	[88]	[86]	['-']	['-']	EDGE	Beaumont	TX	False	False	
Ryan Powell	[88]	[86]	['-']	['-']	RB	Warren	OH	False	False	
Elias Williams	[88]	[86]	['-']	['-']	EDGE	Hudson	FL	False	False	
Trey Petty	[88]	[85]	[77]	[5.7]	QB	Starkville	MS	True	Illinois Fighting Illini	
Isaiah Patterson	[86]	[87]	[77]	[5.7]	LB	Yelm	WA	True	Ucla Bruins	
Camden Hardy	[87]	[86]	[77]	[5.7]	EDGE	Jacksonville	FL	True	Wake Forest Demon Deacons	
Teddy Rezac	[87]	[86]	[77]	[5.7]	ATH	Omaha	NE	True	Notre Dame Fighting Irish	
Ben Grice	[86]	[87]	[77]	[5.7]	WR	College Park	GA	True	Wake Forest Demon Deacons	
Blake Tabaracci	[89]	[86]	[79]	[5.6]	LB	Park City	UT	True	Ucla Bruins	
Brandon Nicholson	[88]	[87]	[79]	[5.6]	CB	Memphis	TN	True	Stanford Cardinal	
John Price	[87]	[88]	[79]	[5.6]	RB	Stilwell	KS	True	Kansas State Wildcats	
Whittman Whaley	[89]	[86]	[79]	[5.6]	LB	Gatlinburg	TN	True	Wake Forest Demon Deacons	
Raphael Dunn	[89]	[86]	[79]	[5.6]	S	Trenton	NJ	True	Wisconsin Badgers	
Caleb Hackleman	[89]	[87]	[75]	[5.6]	IOL	Texarkana	TX	True	Oklahoma State Cowboys	
Riley Sunram	[89]	[89]	[77]	[5.5]	IOL	Kindred	ND	True	Minnesota Golden Gophers	
Brandon Jones	[88]	[85]	[76]	[5.7]	LB	Dallas	TX	True	North Texas Mean Green	
Foster Slaughter	[87]	[86]	[76]	[5.7]	S	Perris	CA	True	San Diego State Aztecs	
Keenan Jackson	[86]	[87]	[76]	[5.7]	WR	Waxhaw	NC	True	North Carolina Tar Heels	
Patrick Broomfield	[87]	[86]	[76]	[5.7]	CB	Clarksdale	MS	True	Ole Miss Rebels	
Jani Norwood	[88]	[85]	[76]	[5.7]	IOL	Ramseur	NC	True	North Carolina Tar Heels	
Matt Mayfield	[87]	[86]	[76]	[5.7]	WR	Arnaudville	LA	True	Mississippi State Bulldogs	
Brock Jackson	[86]	[86]	['-']	[5.8]	EDGE	Lumberton	TX	True	Baylor Bears	
Caleb Benning	[87]	[88]	[78]	[5.6]	S	Omaha	NE	False	False	
Joshua Clarke	[88]	[87]	[78]	[5.6]	CB	Oakton	VA	True	Virginia Tech Hokies	
CJ Brown	[87]	[88]	[78]	[5.6]	WR	Bentonville	AR	True	Arkansas Razorbacks	
Landan Callahan	[87]	[88]	[78]	[5.6]	S	Pfafftown	NC	True	Duke Blue Devils	
William Echoles	[88]	[87]	[78]	[5.6]	IOL	Houston	MS	True	Ole Miss Rebels	
Kale Woodburn	[87]	[88]	[78]	[5.6]	WR	Warner Robins	GA	True	Cincinnati Bearcats	
Daniel Anderson	[88]	[87]	[78]	[5.6]	EDGE	Germantown	TN	True	North Carolina Tar Heels	
Gabriel Reliford	[88]	[87]	[78]	[5.6]	EDGE	Shreveport	LA	True	Texas Am Aggies	
TJ Lockhart	[88]	[87]	[78]	[5.6]	IOL	Winona	MS	True	Mississippi State Bulldogs	
Adrian Oratokhai	[87]	['-']	[77]	['-']	IOL	Austin	TX	False	False	
Vinny Winters	[90]	[85]	['-']	[5.6]	IOL	Malvern	AR	False	False	
William Nettles	[89]	[86]	['-']	[5.6]	CB	Dallas	TX	True	Purdue Boilermakers	
David Washington Jr.	[86]	[86]	[77]	[5.8]	WR	Philadelphia	PA	False	False	
Wallace Foster	[86]	[86]	[79]	[5.7]	CB	New Orleans	LA	True	Lsu Tigers	
Ryan Cory	[87]	[87]	[80]	[5.6]	IOL	Gibsonia	PA	True	Wisconsin Badgers	
Trent Ferguson	[87]	[86]	[75]	[5.7]	OT	Salem	OR	True	Oregon Ducks	
Aaris Bethea	[88]	[87]	[77]	[5.6]	DL	Brooklyn	NY	True	Rutgers Scarlet Knights	
Hudauri Hines	[88]	[87]	[77]	[5.6]	CB	Indianapolis	IN	True	Purdue Boilermakers	
Ta'Ron Haile	[88]	[87]	[77]	[5.6]	WR	Millville	NJ	True	Syracuse Orange	
Tomauri Johnson	[88]	[87]	[77]	[5.6]	CB	Miami	FL	False	False	
Juelz Goff	[88]	[87]	[77]	[5.6]	RB	York	PA	True	Pittsburgh Panthers	
Jordan Floyd	[87]	[88]	[77]	[5.6]	OT	Atlanta	GA	True	Georgia Tech Yellow Jackets	
Carlos Mitchell	[87]	[88]	[77]	[5.6]	ATH	Lake Wales	FL	True	North Carolina Tar Heels	
Charles Anderson	[88]	[87]	[77]	[5.6]	DL	Pearland	TX	True	Texas Tech Red Raiders	
Francis Brewu	[88]	[87]	[77]	[5.6]	DL	Columbus	OH	True	Pittsburgh Panthers	
Miles O'Neill	[88]	[87]	[77]	[5.6]	QB	Marblehead	MA	True	Texas Am Aggies	
Xavier Lucas	[86]	[86]	[76]	[5.8]	S	Fort Lauderdale	FL	False	False	
Jamaal Wiley	[88]	['-']	['-']	[5.6]	RB	Stafford	TX	True	California Golden Bears	
Elijah Green	[88]	['-']	['-']	[5.6]	ATH	Oklahoma City	OK	False	False	
Chandlin Myers	[87]	[85]	[78]	[5.7]	ATH	Hawley	TX	True	Texas Tech Red Raiders	
Isaiah Marshall	[86]	[89]	[76]	[5.6]	QB	Southfield	MI	True	Kansas Jayhawks	
Carson Gentle	[89]	[86]	[76]	[5.6]	DL	Chattanooga	TN	True	Tennessee Volunteers	
Eric Lee	[88]	[87]	[76]	[5.6]	S	Camden	NJ	True	New Hampshire Wildcats	
Kash Dillon	[87]	[88]	[76]	[5.6]	EDGE	Draper	UT	False	False	
Josh Joyner	[88]	[87]	[76]	[5.6]	RB	Oxnard	CA	True	Washington State Cougars	
Manuel Beigel	[87]	[88]	[76]	[5.6]	IOL	Frankf	t,	True	Michigan Wolverines	
Drake Lindsey	[87]	[88]	[76]	[5.6]	QB	Fayetteville	AR	True	Minnesota Golden Gophers	
